ID,案件名稱,案件首圖,物件地址,售價(萬),總坪數,類型,樓層,總樓層,格局,網頁連結,比對地址,查地址,查戶籍,戶籍地址,是否已委託,更新時間,物件緯度,物件經度,戶籍緯度,戶籍經度
3437069,【樸和】新時代🍎頂溪捷運商圈🍎社區質感佳,https://img2.591.com.tw/house/2026/04/22/177686597779135105.jpg!400x300.jpg,新北市永和區中山路一段,1688,18.91,電梯,6,15,1房1廳1衛,https://sale.591.com.tw/home/house/detail/2/19787639.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437069,永和區中山路一段４６號六樓之三(多筆),,,N,2026-04-26 10:39,25.010729997889,121.513256002922,,
2687765,💢✅頂溪站⭕高樓面河景帶財景觀4房📞住商周雁萍,https://img1.591.com.tw/house/2025/08/19/175557353676555501.jpg!400x300.jpg,新北市永和區環河西路一段,5380,63.29,電梯,13,20,4房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19785915.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2687765,永和區環河西路一段１９號十三樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182802267000?HostId=2&A10OnLineId=2687765,新北市中和區福美里22鄰勝利路35巷3弄23之5號二樓,Y,2026-04-26 14:47,25.017969992486,121.514396025573,25.007521992087,121.499931961996
3437061,【樸和團隊】🦁永和區公所🦁竹林生活圈置產成家套房,https://img2.591.com.tw/house/2026/04/25/177708136454135208.jpeg!400x300.jpeg,新北市永和區竹林路,888,13.2,套房,5,7,1房0廳1衛,https://sale.591.com.tw/home/house/detail/2/19790294.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437061,永和區竹林路１３３之３號五樓之一(多筆),,,N,2026-04-26 10:39,25.010927014524,121.520309039168,,
3437728,❤親友專約❤秀朗國小典雅三樓美寓❤四號公園,https://image.houseprice.tw/p1-hpimage/MTA3NzQ2MjNocGltYWdl/069d9a2067e44c69_1024x768.jpg,新北市永和區得和路,1550,24.98,公寓,3,5,3房2廳1衛,https://buy.houseprice.tw/house/31491529_1039544/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437728,永和區得和路１２３號三樓(多筆),,,N,2026-04-26 10:39,25.000340000261,121.518805996291,,
3437507,🌈天琴豪邸🌈設計師時尚美屋正3房+坡平車位,https://img2.591.com.tw/house/2026/04/23/177691825323095206.jpg!400x300.jpg,新北市永和區環河東路四段,4680,70.85,車位,10,28,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19795175.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437507,永和區環河東路四段１０號十樓(疑似),,,Y,2026-04-26 14:47,25.000176385511,121.52884190042,,
3437116,🌻頂溪捷運站🌻頂溪商圈｜採光三房｜一橋之隔近北市便利佳,https://img2.591.com.tw/house/2026/04/21/177675097776311304.jpg!400x300.jpg,新北市永和區博愛街,1688,26.31,公寓,4,4,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19797518.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437116,永和區博愛街２５號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182500857000?HostId=2&A10OnLineId=3437116,台北縣永和市光復里３鄰博愛街２５號四樓,N,2026-04-26 10:39,25.015971998226,121.517906031347,25.015971998226,121.517906031347
2704671,⭐四號公園*榕元伊頓高樓2+1房附車🌈絕對驚喜價💖,https://img2.591.com.tw/house/2026/03/06/177279123821957709.jpg!400x300.jpg,新北市永和區中正路,2475,30.46,電梯,12,13,2房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19794291.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2704671,永和區中正路２５９號十二樓之一,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184104227000?HostId=2&A10OnLineId=2704671,新北市土城區頂埔里１５鄰中央路四段５４巷３號八樓,N,2026-04-26 10:39,25.000634079334,121.517556841261,24.962744985224,121.425682968193
2720747,永平學區電梯2室+車位⭕⭐️✔️住商陳柏年,https://img.youtube.com/vi/f-111M2L_F4/hqdefault.jpg,新北市永和區中山路一段,1980,29.47,電梯,4,12,2房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19798463.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2720747,永和區中山路一段１０６號四樓之二(多筆),,,Y,2026-04-26 14:47,25.010603012056,121.510942010913,,
2731190,🌻頂溪捷運🌻單身｜小資｜一房一廳,https://img2.591.com.tw/house/2026/03/08/177294296823348305.jpg!400x300.jpg,新北市永和區永和路二段,1335,14.99,電梯,7,12,1房1廳1衛,https://sale.591.com.tw/home/house/detail/2/19802391.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2731190,永和區永和路二段１４７號七樓之十,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33183102715000?HostId=2&A10OnLineId=2731190,臺北縣永和市後溪里９鄰永和路二段１４７號七樓之十,N,2026-04-26 10:39,25.012678790378,121.515072780435,25.012678790378,121.515072780435
2783615,【出價皆可談】永和頂溪捷運站｜1+2樓優質店面,https://img1.591.com.tw/house/2026/04/13/177607338361261205.jpg!400x300.jpg,新北市永和區文化路,2380,28.17,店面,1,5,0房0廳0衛,https://sale.591.com.tw/home/house/detail/2/19824518.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2783615,永和區文化路７２號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182800421000?HostId=2&A10OnLineId=2783615,台北市中正區廈安里3鄰和平西路二段148號四樓之六,N,2026-04-26 10:39,25.015217920307,121.514208019485,25.032783539515,121.505832738013
3437112,🟠獨家專約🔴前後陽台●廁所有窗●頂樓加●公寓3房,https://img1.591.com.tw/house/2026/04/17/177640426076388306.jpg!400x300.jpg,新北市永和區民生路,1688,25.89,公寓,4,4,3房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19812507.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437112,永和區民生路６７巷２６號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185600493000?HostId=2&A10OnLineId=3437112,臺北市大安區光武里１２鄰大安路一段３１巷３３號三樓,N,2026-04-26 10:39,24.997192008885,121.524008978868,25.044092864284,121.547651896974
3437197,永和秀朗國小旁大三房可以買(屋主很想賣，出價真的可以談),https://img1.591.com.tw/house/2026/04/19/177657054742568607.jpg!400x300.jpg,新北市永和區民權路,1680,34.4,電梯,4,5,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19823861.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437197,永和區民權路１５巷２號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33183900962000?HostId=2&A10OnLineId=3437197,新北市中和區秀山里17鄰景平路64巷22號,N,2026-04-26 10:39,24.998075880575,121.520332508497,24.991419014983,121.52240300622
2767314,💒秀朗國小精美一樓✍買房找利君,https://img2.591.com.tw/house/2026/03/10/177311011673298704.jpg!400x300.jpg,新北市永和區中正路,2180,31.74,公寓,1,5,4房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19814738.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2767314,永和區中正路２８３巷２９弄１６號(多筆),,,Y,2026-04-26 14:47,24.999471006449,121.516800039223,,
3437166,-樸和-接案店!!仁愛公園未來捷運邊間大電梯兩房,https://img1.591.com.tw/house/2026/04/25/177708821755851904.png!400x300.png,新北市永和區仁愛路,2480,32.15,電梯,4,12,2房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19822330.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437166,永和區仁愛路２０２巷１４號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184602114000?HostId=2&A10OnLineId=3437166,新北市永和區保安路270號16樓,N,2026-04-26 10:39,25.012695512275,121.509137722435,25.012258102657,121.505628471033
2827990,秀朗好停車一樓『辜信諺』買賣找我最安心,https://img1.591.com.tw/house/2025/11/09/176267689378967908.jpg!400x300.jpg,新北市永和區民生路,2380,31.24,公寓,1,5,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19836396.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2827990,永和區民生路３７巷１６號(多筆),,,N,2026-04-26 10:39,24.997978818136,121.523596505413,,
2832906,🈯佩佩專任🌝健身新婚首選🉑景觀好美鼎佳好屋,https://img2.591.com.tw/house/2026/03/13/177339663961075105.jpg!400x300.jpg,新北市永和區豫溪街,1680,34.67,公寓,5,5,3房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19841972.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2832906,永和區豫溪街１６２巷１１號五樓(多筆),,,N,2026-04-26 10:39,25.009024112955,121.523680575901,,
2849261,樸和團隊｜黃金區公所商圈⚡竹林美巷正三房⚡,https://img1.591.com.tw/house/2025/07/01/175136223386631700.jpg!400x300.jpg,新北市永和區竹林路,1498,29.22,公寓,4,4,3房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19850915.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2849261,永和區竹林路１０９巷１５號四樓(多筆),,,N,2026-04-26 10:39,25.015018011916,121.516829962617,,
3437022,近頂溪捷運大都會名廈精美裝潢大空間,https://media.cthouse.com.tw/photo/project2/house_photo/202604/2103589-1b.jpeg,新北市永和區中山路1段,3300,48.17,辦公,4,12,0房2廳2衛,https://buy.cthouse.com.tw/house/2103589.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437022,永和區中山路一段１７巷４弄６號四樓之五,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185001704000?HostId=2&A10OnLineId=3437022,新北市永和區秀和里５鄰林森路４６巷６號,N,2026-04-26 10:39,25.010220000991,121.513541993459,25.005103980659,121.524869967962
3007891,【樸和團隊】民樂街採光大空間美寓,https://img2.591.com.tw/house/2026/03/23/177424948211554002.jpeg!400x300.jpeg,新北市永和區民樂街,1258,23.51,公寓,5,5,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19900982.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3007891,永和區民樂街３９巷１８弄６４號五樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185502235000?HostId=2&A10OnLineId=3007891,苗栗縣苗栗市玉清里１６鄰育英街南苑７０號,N,2026-04-26 10:39,24.998747019562,121.528373016756,24.570445681256,120.831129933163
3040782,🔥【安勝團隊】詠和心~超高樓面中正路景觀大戶~可看四號公園,https://img2.591.com.tw/house/2026/03/26/177449935177366805.png!400x300.png,新北市永和區中正路,3700,38.14,電梯,15,15,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19919631.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3040782,永和區中正路４８６號十五樓之１,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182304009000?HostId=2&A10OnLineId=3040782,新北市永和區得和里11鄰中正路428巷25弄6號三樓,N,2026-04-26 10:39,25.003806001043,121.517499006129,25.002634001431,121.51837499883
3437077,❤️永和國中低總價三樓美寓❤️,https://img2.591.com.tw/house/2026/04/25/177710936005109407.jpg!400x300.jpg,新北市永和區福和橋76巷,1298,20.82,公寓,3,4,3房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19975502.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3437077,查無,,,N,2026-04-26 10:39,,,,
3436168,永和國中活巷一樓,https://hq.houseol.com.tw/images/pictures/2264AA6342132a.jpg,新北市永和區福和路,1780,17.71,公寓,1,4,2房2廳2衛,https://www.pacific.com.tw/Object/ObjectDetail/?saleID=S2957183,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3436168,永和區福和路７巷１０弄１０號一樓(多筆),,,N,2026-04-26 10:39,25.007865985393,121.524945991824,,
3436215,頂溪捷運黃金店面,https://hq.houseol.com.tw/images/pictures/2264AA6342126a.jpg,新北市永和區永和路二段,2880,35.24,店面,1,12,0房2廳1衛,https://www.pacific.com.tw/Object/ObjectDetail/?saleID=S2956633,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3436215,永和區永和路二段９２巷５號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184502270000?HostId=2&A10OnLineId=3436215,台北市中山區正守里５鄰長安東路一段５６巷７弄１４號,N,2026-04-26 10:39,25.011487009475,121.515276963597,25.047408284176,121.529056644779
641290,頂溪竹林苑三房車,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCuYSA1vcuDP6ELgzVy-cqwo2lVXdoOw6Fqx0FSF9-AVkBsLPaBB2FWaqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=0&height=0,新北市永和區竹林路,3980,47.99,電梯,6,9,3房2廳2衛,https://buy.yungching.com.tw/house/6923431,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=641290,永和區竹林路７５巷１７號六樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182602812000?HostId=2&A10OnLineId=641290,臺北市中正區建國里６鄰衡陽路１０８號二樓之七,N,2026-04-26 10:39,25.013899111661,121.519794725589,25.042118087896,121.510024443972
3436089,成功大第兩房,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCuk14adcewfngbfCosY990edTQX9ml1iw5m36ciGxl3EOdpIqaEWonuqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=0&height=0,新北市永和區成功路二段,2198,38.64,電梯,8,15,2房1廳1衛,https://buy.yungching.com.tw/house/7329864,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3436089,永和區成功路二段７９號八樓(多筆),,,N,2026-04-26 10:39,24.999611487146,121.526835608076,,
3434859,頂溪捷運✦詠大賞稀有三房,https://res.sinyi.com.tw/buy/7393TF/bigimg/A.JPG,新北市永和區文化路,3998,35.28,電梯,3,14,3房2廳2衛,https://www.sinyi.com.tw/buy/house/7393TF?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3434859,永和區文化路１３６號三樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182901896000?HostId=2&A10OnLineId=3434859,新北市中和區中正路246號,Y,2026-04-26 14:47,25.015429018538,121.512762979377,24.994088818782,121.495811669853
3434886,永和豪宅～捷運吉美一品,https://res.sinyi.com.tw/buy/0539WD/bigimg/A.JPG,新北市永和區竹林路,18980,193.91,電梯,25,29,5房3廳5衛,https://www.sinyi.com.tw/buy/house/0539WD?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3434886,查無,,,N,2026-04-26 10:39,,,,
1812781,秀朗黃金美三樓~全新整理~,https://img1.591.com.tw/house/2025/12/29/176700184488277206.jpg!x.water2.jpg,新北市永和區厚德街,1580,22.6,公寓,3,4,3房2廳2衛,https://buy.houseprice.tw/house/32004756_1220527/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=1812781,永和區厚德街６３號三樓(多筆),,,Y,2026-04-26 14:47,24.998589020687,121.525203986804,,
2079414,四號公園低總價美一樓,https://img.great-home.com.tw/pictures/H190/H190OB20522a.jpg?20260107,新北市永和區福和路,1488,14.41,公寓,1,5,2房1廳1衛,https://buy.houseprice.tw/house/32483564_1220527/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2079414,永和區福和路３０９巷１４弄１２之１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184204493000?HostId=2&A10OnLineId=2079414,不完整,Y,2026-04-26 14:47,25.006706013813,121.515909964925,,
3422705,頂溪站✅好停車一樓❤️3房2廳天然瓦斯,"https://image.houseprice.tw/p1-hpimage/NzI3NDcwN2hwaW1hZ2U,/2c983c9b350c4c09_1477x1108.jpg",新北市永和區竹林路,2480,27.17,公寓,1,5,3房2廳2衛,https://buy.houseprice.tw/house/34702979_304194/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3422705,永和區竹林路２５巷１７弄９號(多筆),,,Y,2026-04-26 10:39,25.015482997995,121.517978031895,,
3422705,頂溪站✅好停車一樓❤️3房2廳天然瓦斯,"https://image.houseprice.tw/p1-hpimage/NzI3NDcwN2hwaW1hZ2U,/2c983c9b350c4c09_1477x1108.jpg",新北市永和區竹林路,2480,27.17,公寓,1,5,3房2廳2衛,https://buy.houseprice.tw/house/34702979_304194/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3422705,永和區竹林路２５巷１７弄９號(多筆),,,Y,2026-04-26 14:47,25.015482997995,121.517978031895,,
3422676,四號公園🍎方正公寓3房🍎永安捷運,https://image.houseprice.tw/p1-hpimage/MTA3NDkyMzJocGltYWdl/9e21cda8802e428b_1280x960.jpg,新北市永和區安樂路,1359,23.55,公寓,4,5,3房2廳1衛,https://buy.houseprice.tw/house/34599073_1093169/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3422676,永和區安樂路３０４巷１４號四樓(多筆),,,Y,2026-04-26 14:47,25.005197019784,121.514746975859,,
2390606,新北-永和天琴專榮樓中樓景觀大,https://img.great-home.com.tw/pictures/I059%2fI059CB17058a.jpg?1777151534,新北市永和區環河東路四段,6745,94.84,電梯,28,29,4房2廳3衛,https://www.hbhousing.com.tw/detail/?sn=gCB17058,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2390606,永和區環河東路四段６號二十八樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185503944000?HostId=2&A10OnLineId=2390606,新北市中和區景安路118之1號十七樓,N,2026-04-26 10:39,25.000310202595,121.528850282323,24.995099005531,121.505293693544
2151046,頂溪裝潢電梯3房,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCsjhOLiObwRk0GbzT4QV036s2g4li4k_XGQ9O47eD_B_2E0_esK19WxqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=0&height=0,新北市永和區竹林路,1748,21.88,電梯,3,7,3房1廳2衛,https://buy.yungching.com.tw/house/7175267,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=2151046,永和區竹林路１３４號三樓之二,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184502648000?HostId=2&A10OnLineId=2151046,台東市青海路四段364號,N,2026-04-26 10:39,25.011199007282,121.519941995628,22.70822601519,121.041318979599
1628846,福和國中收租好宅,https://yccdn.yungching.com.tw/v1/image/?key=NF58Ko5oaCs2T5OmByBJ5RbdWigpt5cAHl0AbNPNR020sZ36Zi7IHWfIzTozT6hCqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuHyqQdxAoaDgB84hAAJBJ-aPJnP6QjjHNJdO-8s9VPXXQ_ruSEFqcK8ShYsvown2RbJENeZqhwTM&width=0&height=0,新北市永和區永利路,1220,20.44,公寓,3,4,4房0廳4衛,https://buy.yungching.com.tw/house/7162977,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=1628846,永和區永利路１４６號三樓(多筆),,,N,2026-04-26 10:39,25.002721005586,121.522193039545,,
3417235,永和自強金住辦,https://nra.com.tw/img_new/house_detail.jpg,新北市永和區自強街,1125,11.6,公寓,1,4,0房2廳2衛,https://www.nra.com.tw/buying/bsearch_detail.php?num=674232,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3417235,永和區自強街２４之１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184300904000?HostId=2&A10OnLineId=3417235,台北市大安區民炤里６鄰新生南路１段１４５巷１８之３號,N,2026-04-26 10:39,25.008004999258,121.515316023266,25.035675212292,121.534115877717
3418577,比漾百貨✔️樂華夜市✔️頂溪電梯3房⭐住商小嫺,https://img2.591.com.tw/house/2026/04/23/177693208967680506.jpg!400x300.jpg,新北市永和區中山路一段,1566,23.14,電梯,5,11,3房2廳1衛,https://sale.591.com.tw/home/house/detail/2/19916861.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3418577,永和區中山路一段２２９之１號五樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184902676000?HostId=2&A10OnLineId=3418577,新北市永和區福和里１６鄰福和路４１號五樓之一,Y,2026-04-26 14:47,25.007730617657,121.507958640115,25.007962000094,121.52345300723
3417075,出價談💕紐約蘇活稀有三房💖車位,https://img2.591.com.tw/house/2026/04/23/177692778097944904.jpg!400x300.jpg,新北市永和區永和路一段,2899,46.14,車位,5,11,3房2廳2衛,https://sale.591.com.tw/home/house/detail/2/19958325.html,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3417075,永和區永和路一段１１２號五樓之二,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185103722000?HostId=2&A10OnLineId=3417075,新北市永和區永樂里１６鄰永和路一段１１２號五樓之二,N,2026-04-26 10:39,25.007344002373,121.513635032584,25.007344002373,121.513635032584
3415439,漢寶苑三房加平面車位,https://cloudfps.hfcdn.com/v1/image/?key=NF58Ko5oaCvaIi5szZDuwKSkicuujCmUR-o_Ig9to8DhLqldtgm4fKSZJgGha_3WqVhtUUJ4lA_cF1mBh5MY1RWd5eEaa7mn9qxu8f6s-rtKfVoBsurTgAnsNQ3b1ueVa0jD0JJgeWt02Xc92Hgeax9ptXAdU5ZuvuDE3ieU7m7vt1GEps7FWGRbvllj1fnybJxPB_eh0mibn_xuG2pFwFKIji3F260JKXlXonUpj8okaO5NrdDOIQ&width=1024&height=768,新北市永和區成功路一段,2738,45.88,車位,10,11,3房2廳2衛,https://buy.housefun.com.tw/buy/house/6923719,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3415439,永和區成功路一段１３２號十樓之１,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33185404364000?HostId=2&A10OnLineId=3415439,新北市新店區中山里1鄰史北二路391號七樓,N,2026-04-26 10:39,25.002135990654,121.526605021919,25.162544620765,121.457233206116
3410934,🍎永安商圈⏩️保平路活巷住辦1樓,https://hq.houseol.com.tw/images/pictures/0273AA5979255a.jpg,新北市永和區保平路,2388,33.2,公寓,1,7,1房1廳1衛,https://buy.houseprice.tw/house/34665590_241538/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3410934,永和區保平路２１４巷６號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184900906000?HostId=2&A10OnLineId=3410934,臺北市大安區龍泉里５鄰泰順街２巷３３號二樓,N,2026-04-26 10:39,25.006146018862,121.509646001044,25.025735909597,121.529550674152
3410672,專任🏆永和中正路靜巷一樓🏆,https://cloudfps.hfcdn.com/v1/image/?key=NF58Ko5oaCvaNWe7OPPvD7gUH3KF3DTAIw2REJ2Y1d-J6VzhtnqWBYe6hKQhd2KYzhxlNAx_tGVI54tDXXIxDa64od0jAbOZrBTGt_NC0NxMCtyFz-LqpYF32GTxpmDwu98NT3cksTOdfCdPPdyK1_N9HMTZXsUAyjpali26c6J_UcZAyQ6OY8h6hel3VR43ENfxb3ybinD1pLSJbiNqVK0HvUCdwmIebdEVEZemZU8&width=1024&height=768,新北市永和區中正路,2168,36.66,公寓,1,5,0房0廳1衛,https://buy.housefun.com.tw/buy/house/6923051,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3410672,永和區中正路４５４巷１６號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182403711000?HostId=2&A10OnLineId=3410672,新北市永和區中正路４５４巷１６號一樓,N,2026-04-26 10:39,25.003053012771,121.518135695494,25.003053012771,121.518135695494
3410907,LA0813 頂溪挑高店面~住商新莊新樹加盟店,https://img.hbhousing.com.tw/pictures/A469%2fA469OS225438a.jpg?1776825615,新北市永和區環河東路一段,1880,27.66,店面,1,14,2房3廳1衛,https://buy.houseprice.tw/house/34665975_592053/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3410907,永和區環河東路一段１１８之１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182502836000?HostId=2&A10OnLineId=3410907,新竹縣湖口鄉和興村１８鄰得豐路６６號,Y,2026-04-26 14:47,25.01562100603,121.520312978663,24.9008846,121.0480137
3410997,群義🌟漢寶三房車,https://app.chyi.com.tw/images/sell/115/102260C_obj_1024_17697389207611.jpg?Rnd=387,新北市永和區成功路一段,2780,41.24,電梯,5,11,3房2廳2衛,https://buy.houseprice.tw/house/34663346_1022945/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3410997,永和區成功路一段１３２號五樓(多筆),,,Y,2026-04-26 14:47,25.002135990654,121.526605021919,,
1443176,全新交屋~~詠和心2房雙衛+車位,"https://image.houseprice.tw/p1-hpimage/ODI1OTUyOGhwaW1hZ2U,/b8d14b3530504aa1_800x600.jpg",新北市永和區中正路,3150,41.46,車位,7,15,2房2廳2衛,https://buy.houseprice.tw/house/30155909_917180/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=1443176,永和區中正路４８６號七樓之３,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182304045000?HostId=2&A10OnLineId=1443176,新北市中和區中正路33號24樓之5,Y,2026-04-26 14:47,25.003806001043,121.517499006129,24.992970882446,121.502271267354
3410989,皇邸邊間稀有三房❤️中信房屋永平~秀環❤️,https://image.houseprice.tw/p1-hpimage/MTA3Mjc4NDBocGltYWdl/71636e999e594979_1108x1477.jpg,新北市永和區保平路,2980,40.1,電梯,4,7,3房2廳2衛,https://buy.houseprice.tw/house/34696511_2324003/,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3410989,永和區保平路５０巷２４號四樓,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33184904500000?HostId=2&A10OnLineId=3410989,台北市松山區中強里１８鄰莊敬路３９１巷１弄１１號,N,2026-04-26 10:39,25.008015519554,121.510668448464,25.027959712328,121.565138307198
3409404,近捷運˙大馬路店面,https://res.sinyi.com.tw/buy/2839HG/bigimg/A.JPG,新北市永和區環河東路一段,1880,27.66,店面,1,14,0房3廳1衛,https://www.sinyi.com.tw/buy/house/2839HG?breadcrumb=list,https://app.houseflow.tw/HOUSE/ExploreHouseNew?A10OnLineId=3409404,永和區環河東路一段１１８之１號,https://app.houseflow.tw/HOUSE/Transcript/BuildingDialog/F33182502836000?HostId=2&A10OnLineId=3409404,新竹縣湖口鄉和興村１８鄰得豐路６６號,Y,2026-04-26 14:47,25.01562100603,121.520312978663,24.9008846,121.0480137
